Per Capita Personal Income by County (Dollars)																		
Series ID	Region Name	Region Code	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
PCPI35039	Rio Arriba County, NM	35039	21797	23712	24630	25690	26124	27277	28990	29391	30142	30846	31043	29404	30650	32679	33273	33590
PCPI08103	Rio Blanco County, CO	08103	24974	26185	28490	33424	36118	40071	40980	37944	38791	41143	41294	44008	46105	45548	42740	44189
PCPI08105	Rio Grande County, CO	08105	25562	23981	24725	26003	26818	29454	31226	31857	31563	34472	35016	36377	38617	43563	43749	45544
PCPI29181	Ripley County, MO	29181	19139	20148	21774	22453	22850	23411	24938	26209	26579	27403	27985	28335	28363	28856	29058	30206
PCPI18137	Ripley County, IN	18137	27683	27810	29222	30151	31497	33266	35100	32670	33536	34979	35412	35874	37238	36932	38337	39826
PCPI54085	Ritchie County, WV	54085	20273	20181	21702	22477	23552	23688	24845	24957	25664	27608	29081	29973	32476	32507	32852	34252
PCPI06065	Riverside County, CA	06065	26025	26985	28058	29450	31018	31617	31627	30451	30685	32179	32707	33383	34732	36603	37827	39261
PCPI54087	Roane County, WV	54087	17215	17862	19321	20821	22778	24037	26551	26487	27445	28776	30314	29955	30360	30813	31105	32066
PCPI47145	Roane County, TN	47145	24105	25266	27120	28006	28888	30234	31559	31369	32984	34218	35046	34996	36144	37451	38555	39763
PCPI51770	Roanoke city, VA	51770	27806	28516	30025	30787	31679	34307	35730	34804	36097	37596	39622	38505	39322	41651	40875	41946
PCPI48393	Roberts County, TX	48393	26807	30410	33665	34030	37620	40529	40217	30467	31221	39719	43035	46625	48453	44698	38478	39397
PCPI46109	Roberts County, SD	46109	21035	22079	25339	24823	24786	29253	30510	29130	29515	33913	35364	34224	32150	33391	33716	33829
PCPI21201	Robertson County, KY	21201	18916	19180	20364	21355	21139	22968	24026	24263	24946	26131	27832	28733	30113	31547	31072	31885
PCPI47147	Robertson County, TN	47147	25983	26563	28610	29665	30557	31317	32527	31522	31831	33213	35333	35826	36570	38087	39265	40463
PCPI48395	Robertson County, TX	48395	22492	24474	25153	25659	27124	29565	32556	31384	33215	33727	35444	37831	39344	39655	38785	39350
PCPI37155	Robeson County, NC	37155	19460	20108	21002	21872	22576	23502	24932	25154	24806	25286	26040	26211	26723	27222	27676	28895
PCPI27133	Rock County, MN	27133	28073	28533	30992	34330	35407	37003	40471	36284	39886	46174	48657	50380	51250	51489	48171	48510
PCPI31149	Rock County, NE	31149	25152	29535	27917	29015	27390	30110	30792	29866	38986	52678	51560	54211	63978	66862	59365	57659
PCPI55105	Rock County, WI	55105	28224	29075	29831	30587	32455	33113	33638	32953	33817	35723	37400	38462	38644	39978	40825	42026
PCPI17161	Rock Island County, IL	17161	28856	30314	33298	33746	35177	35427	37768	36889	37180	39105	39883	39903	39960	41253	41811	44155
PCPI21203	Rockcastle County, KY	21203	17783	18269	19532	20236	20889	21694	22716	23272	24497	25393	25287	26534	27714	28938	29327	30151
PCPI13247	Rockdale County, GA	13247	28824	29077	29114	29108	29824	30147	29840	29496	29583	30872	30559	30164	31511	32790	33299	34317
PCPI33015	Rockingham County, NH	33015	40631	41388	43803	45603	48147	50137	50632	49313	52472	55991	59181	59036	61703	64921	67352	70788
PCPI37157	Rockingham County, NC	37157	23372	23964	25631	26841	28060	29131	30259	29469	30226	30723	32088	31784	33170	34170	34854	36323
PCPI36087	Rockland County, NY	36087	40877	40921	43030	44272	46923	49593	50007	48207	48741	50553	52524	51891	53472	55249	55388	58133
PCPI48397	Rockwall County, TX	48397	35040	33987	36216	38257	41072	42899	45494	44331	45518	47137	50063	50653	52435	54900	56842	58717
PCPI40129	Roger Mills County, OK	40129	22919	24636	27177	29949	32331	35672	41692	30897	35323	38737	44718	47431	52498	47821	43943	47500
PCPI40131	Rogers County, OK	40131	24907	24427	25594	27896	30855	32591	34215	33629	34208	36301	38523	39543	41183	42343	42272	43539
PCPI38079	Rolette County, ND	38079	20654	22976	22657	23242	23197	25615	28803	29297	30811	32690	33483	31445	31845	33832	33558	33731
PCPI20163	Rooks County, KS	20163	23188	25585	24266	26389	28226	31953	37933	33674	34751	41814	39148	43856	40292	38013	36235	37531
PCPI30085	Roosevelt County, MT	30085	19524	21359	22019	21738	20986	24769	26798	27542	30810	30701	34403	34477	33497	31502	30824	31565
PCPI35041	Roosevelt County, NM	35041	22241	22711	25519	25260	24843	27026	29638	27261	31693	34910	34791	34475	38387	36804	37445	39974
PCPI26143	Roscommon County, MI	26143	22152	22457	23391	23533	24018	25125	26713	27419	28942	29666	30453	31191	31942	33718	34417	35187
PCPI27135	Roseau County, MN	27135	27474	31518	31171	33111	33573	34588	38092	33395	36076	40524	44046	42469	42393	45180	45182	48110
PCPI30087	Rosebud County, MT	30087	23986	26579	27688	29071	29574	30432	32189	32464	34148	36125	37338	37295	38512	39689	39944	41167
PCPI39141	Ross County, OH	39141	23708	23848	25184	25681	26457	27577	28370	28427	28896	30692	31071	31688	32691	34000	34260	35177
PCPI08107	Routt County, CO	08107	47178	45172	45659	47018	49221	50287	51927	48402	50905	60031	60405	60065	65353	69988	69602	73200
PCPI21205	Rowan County, KY	21205	20077	20649	21770	22108	22315	23151	24623	25007	26470	26974	27968	27578	28370	28867	29495	29866
PCPI37159	Rowan County, NC	37159	25925	26329	27864	29050	29895	30581	30688	29088	29501	30687	31409	31785	33574	35105	35692	36994
PCPI48399	Runnels County, TX	48399	20840	22607	24106	24397	25257	28657	29824	29657	31082	33274	33443	36551	38080	38622	38290	39215
PCPI18139	Rush County, IN	18139	25989	27104	29218	29487	29889	30656	32460	31511	32360	35328	36915	40903	40655	40502	42465	43763
PCPI20165	Rush County, KS	20165	26573	29365	27055	30143	31175	35773	38858	36835	38008	41898	45586	47705	44744	45504	40223	42289
PCPI55107	Rusk County, WI	55107	21731	22499	23562	24163	24914	26689	27523	28390	30312	31925	34660	35846	38684	40674	41026	42704
PCPI48401	Rusk County, TX	48401	22610	23215	23231	24263	25918	27863	30840	29121	30263	32318	33967	34590	36305	35600	34619	35508
PCPI21207	Russell County, KY	21207	18603	19359	20822	21342	22257	23425	25001	25453	28232	30055	30189	29962	31070	31559	31266	32691
PCPI51167	Russell County, VA	51167	20635	21543	22391	23921	24819	25833	28125	28344	29171	30237	30350	29257	29800	30792	30878	31977
PCPI01113	Russell County, AL	01113	22339	23469	23875	24512	25157	25544	25911	26445	28362	29641	29236	28883	29070	30330	30773	32818
PCPI20167	Russell County, KS	20167	23835	25911	26666	29918	33713	35317	44474	38645	42472	51428	52082	52410	51835	45454	41352	43084
PCPI47149	Rutherford County, TN	47149	26509	27458	29537	30644	31314	31922	32350	30564	31366	32856	34904	35360	36557	37913	38704	39968
PCPI37161	Rutherford County, NC	37161	22695	22952	23463	23813	24835	25499	25817	24972	25645	26902	28042	27989	29286	30118	30715	31572
PCPI50021	Rutland County, VT	50021	29859	30820	32908	34030	36069	38371	39564	39327	40260	42664	43872	44816	45765	47787	48876	49974
PCPI48403	Sabine County, TX	48403	22408	23137	23689	24739	26379	27777	30115	28801	29018	30146	31444	30807	32205	33520	34212	35371
PCPI22085	Sabine Parish, LA	22085	19859	20144	22314	23463	23259	24217	27143	27163	28895	29685	30520	31233	32052	32082	31439	32635
PCPI19161	Sac County, IA	19161	27293	26701	32253	31715	31282	35748	40342	38240	41322	48913	49581	53423	51701	52659	48591	47227
PCPI06067	Sacramento County, CA	06067	32215	33435	34698	35776	37541	38730	39499	38327	38776	40394	41659	42887	45148	47811	48850	50197
PCPI23023	Sagadahoc County, ME	23023	29619	30759	32601	33322	35076	36879	38223	38172	39424	41018	42166	42477	44620	46218	47738	49679
PCPI26145	Saginaw County, MI	26145	25348	25895	26790	26981	27719	28696	29376	29166	30454	31795	32299	32821	34068	35774	36696	38090
PCPI08109	Saguache County, CO	08109	20093	17171	19339	21880	21665	24370	25338	24921	25391	28104	26211	26428	27995	31366	30284	30134
PCPI34033	Salem County, NJ	34033	30308	31597	33451	34109	35854	37327	39382	39425	40424	41860	41651	42026	43086	44989	45530	47191
PCPI05125	Saline County, AR	05125	24589	25089	27528	28553	29741	31492	32627	32678	33210	34978	36199	36401	37572	38474	39447	40232
PCPI31151	Saline County, NE	31151	24516	26460	27722	28054	27875	30613	33372	32660	32956	38168	37522	40524	38645	39754	40460	40998
PCPI20169	Saline County, KS	20169	28352	29154	30510	31809	34937	36063	38141	36557	37202	39235	40532	41244	42459	44310	46020	47945
PCPI17165	Saline County, IL	17165	23903	24890	25220	25998	27298	28764	30215	31369	33267	34748	35175	36328	37118	36891	36878	38690
PCPI29195	Saline County, MO	29195	24525	25532	27887	27300	28750	30199	32444	33020	32806	37076	35840	39252	39378	36878	37170	38228
PCPI49035	Salt Lake County, UT	49035	28820	29198	30580	33096	36345	38060	38747	36108	36480	38841	41162	41724	43653	46453	47937	49445
PCPI45081	Saluda County, SC	45081	21795	22836	25516	25953	26521	27260	28716	29696	29002	29012	29458	30198	30615	32462	32392	33164
PCPI37163	Sampson County, NC	37163	22158	23237	26079	27772	27819	29176	29894	30188	31173	31503	32732	33598	34840	35165	34842	36035
PCPI48405	San Augustine County, TX	48405	19821	20136	20531	21473	21652	23176	24827	25694	28412	29155	30258	30933	33876	36371	36077	38277
PCPI06069	San Benito County, CA	06069	27862	29209	30735	31957	34613	37128	36999	36251	35895	37476	38568	40317	41823	46111	48383	51343
PCPI06071	San Bernardino County, CA	06071	24506	25619	26981	27963	29215	30109	30150	29122	29557	31051	31703	32404	34218	36245	37514	38816
PCPI06073	San Diego County, CA	06073	35386	37221	40068	41885	44003	44824	45136	43086	44113	46505	48256	49460	52166	54742	56116	57913
PCPI06075	San Francisco County, CA	06075	55466	56101	60143	66190	73072	75978	76120	72638	76749	81665	89239	90201	99860	107868	113925	119868
PCPI48407	San Jacinto County, TX	48407	19890	19989	21164	22976	24555	25282	27070	26065	26424	27931	30165	30629	32364	32374	33290	33712
PCPI06077	San Joaquin County, CA	06077	26819	27883	29042	30073	31544	32347	32308	32115	32743	33440	34345	35545	37527	39835	40996	42822
PCPI49037	San Juan County, UT	49037	15308	16160	16910	17451	18300	19142	20183	20821	21438	22076	22083	24054	23404	23875	24028	24905
PCPI08111	San Juan County, CO	08111	34672	32210	27119	30775	36154	41955	42422	39166	33347	39741	45337	55784	51091	58158	46019	47138
PCPI53055	San Juan County, WA	53055	40291	42172	45889	48323	51934	56651	59341	49067	50205	53257	61028	60176	66933	69980	70311	72153
PCPI35045	San Juan County, NM	35045	20631	21347	22839	24854	27267	29244	32184	30150	30431	32486	32948	32131	33689	34103	33053	33751
PCPI06079	San Luis Obispo County, CA	06079	31463	32577	34416	35742	38422	40310	39808	39062	40212	42698	44667	45946	48527	51732	52803	55328
PCPI06081	San Mateo County, CA	06081	55107	55945	60249	65382	72611	76538	75468	71694	73739	79872	87986	87501	93672	102516	106615	113410
PCPI08113	San Miguel County, CO	08113	46965	46513	47714	52657	57955	58932	52771	50464	48341	50747	53003	62156	73709	79945	75793	77106
PCPI35047	San Miguel County, NM	35047	20486	21265	22143	22835	23961	25332	27116	28108	28623	29349	29960	29004	30952	32806	33277	33494
PCPI48409	San Patricio County, TX	48409	21750	23533	24228	25426	27357	29972	32274	31891	34540	37445	39152	40764	42096	41909	41665	42852
PCPI48411	San Saba County, TX	48411	20267	21761	21998	22781	22794	23755	23596	24855	26700	29275	28722	30828	31342	33982	36955	36596
PCPI46111	Sanborn County, SD	46111	28748	36211	37841	36759	34248	40307	35874	40356	37996	49852	39184	45782	40710	47468	42866	45272
PCPI30089	Sanders County, MT	30089	18909	19875	20472	21123	23284	24676	25881	25150	25952	26688	27744	28555	29582	32141	32830	33426
PCPI35043	Sandoval County, NM	35043	25912	26252	28070	29828	31574	32965	34732	33917	33959	35244	36130	35786	37138	38471	39809	40396
PCPI39143	Sandusky County, OH	39143	25772	26992	27627	28022	29150	30702	31589	31023	32388	33996	34432	35524	36573	37975	38412	39596
PCPI17167	Sangamon County, IL	17167	32901	32808	33099	33520	34440	35721	37054	37813	39332	40868	40912	42048	43511	44349	45184	46325
PCPI26151	Sanilac County, MI	26151	24102	24272	25068	25448	25567	26233	27663	26531	28128	30755	31836	32138	32734	34396	34829	35272
PCPI49039	Sanpete County, UT	49039	17205	16970	17178	18206	18997	20670	21864	21365	22091	23222	24830	25156	25843	28396	27082	27710
PCPI06083	Santa Barbara County, CA	06083	33772	35461	39545	41883	45301	46141	45742	44231	45580	48846	51133	50595	53625	57168	57034	59460
PCPI06085	Santa Clara County, CA	06085	48696	49239	50830	53510	58477	62629	61511	57106	61289	66366	72704	72754	78955	86141	92168	98032
PCPI06087	Santa Cruz County, CA	06087	39160	39818	41399	41943	44439	46415	47248	45485	48589	50180	53124	54017	56452	59598	60924	64028
PCPI04023	Santa Cruz County, AZ	04023	19835	23575	22751	24142	25534	27213	27944	28417	29351	30637	31194	31300	33244	33901	34917	36392
PCPI35049	Santa Fe County, NM	35049	34041	34557	36170	38753	41745	44048	45170	43245	43269	45448	47406	47330	50903	52257	54324	55553
PCPI12113	Santa Rosa County, FL	12113	27139	28321	29917	31626	33773	35042	35789	35389	36303	37593	38438	38050	39498	40506	41869	42909
PCPI12115	Sarasota County, FL	12115	39501	40582	44045	46653	49944	50412	49197	44352	45287	47741	49445	50208	55139	58427	59598	61523
PCPI36091	Saratoga County, NY	36091	34113	35383	37236	39706	42285	44429	46638	46787	49110	51348	53834	54597	56240	61210	62513	65288
PCPI38081	Sargent County, ND	38081	31646	33809	40530	40603	37808	42524	49619	40751	50820	51098	62689	56805	53453	52269	61023	56426
PCPI31153	Sarpy County, NE	31153	30421	30949	32937	34380	36373	37778	40312	39607	39933	41385	42440	43073	44124	46203	46997	48129
PCPI55111	Sauk County, WI	55111	30628	31212	32548	33244	34499	35076	35311	34600	36213	37982	39988	40655	42668	44255	44540	45847
PCPI31155	Saunders County, NE	31155	27571	28719	31185	31659	31951	34238	37340	37471	37083	42258	41941	44579	45017	47129	48542	49725
PCPI55113	Sawyer County, WI	55113	26252	27241	28777	29849	30780	33247	32830	34220	35732	37031	39222	39408	40243	41583	42272	43724
PCPI36093	Schenectady County, NY	36093	36946	36955	38354	38614	40049	41230	42498	42050	42587	43388	44002	45200	45966	46164	47350	49389
PCPI48413	Schleicher County, TX	48413	21317	24229	24119	24768	27633	29409	33810	31151	28635	36875	36623	45279	46491	42522	39909	35836
PCPI13249	Schley County, GA	13249	22088	22824	23481	24798	25514	26087	26419	24543	25318	25673	26329	25721	27434	29033	28884	30241
PCPI36095	Schoharie County, NY	36095	24504	24942	25850	26068	26471	27510	29192	30098	30673	31521	32962	33532	34756	35761	36995	38855
PCPI26153	Schoolcraft County, MI	26153	22473	23333	24485	24555	24994	26690	30167	29701	30753	31195	31677	32188	34451	35551	36627	37696
PCPI17169	Schuyler County, IL	17169	25582	27269	29084	27869	29050	30333	33771	34499	35212	37605	38113	42333	41366	39718	40990	41117
PCPI36097	Schuyler County, NY	36097	23021	23808	25361	26070	26697	28255	30038	31041	32988	34387	35596	36494	38205	39463	39208	40458
PCPI29197	Schuyler County, MO	29197	20558	21741	21335	21189	21742	22693	24147	25409	26233	28656	26818	28814	28718	26822	26572	27614
PCPI42107	Schuylkill County, PA	42107	25663	26653	27566	28509	29639	31365	32909	32688	33638	34764	35151	35253	36763	38829	39030	40568
PCPI39145	Scioto County, OH	39145	21831	22572	23823	24092	24916	26340	27598	28050	28749	29841	30571	31449	33448	36058	35555	36466
PCPI29199	Scotland County, MO	29199	20652	22461	25606	24525	25978	28271	29006	30692	29620	31890	34075	34821	37211	32619	31653	32434
PCPI37165	Scotland County, NC	37165	22548	22990	24153	25537	26378	27115	28274	28444	29212	28304	28923	28671	29235	30395	30456	31680
PCPI20171	Scott County, KS	20171	27285	30436	28078	33669	30652	31673	36263	39657	50525	60756	55573	71869	67238	61986	65987	65178
PCPI28123	Scott County, MS	28123	19197	19652	21615	22653	21726	22770	24400	24860	25519	25256	26069	27418	29630	28762	28804	30336
PCPI27139	Scott County, MN	27139	33576	34426	36281	38163	39954	42709	44754	42892	44218	47086	48828	48802	51689	53209	54878	56753
PCPI51169	Scott County, VA	51169	20587	21495	22814	23830	24964	25167	26774	26216	27061	28836	28994	28738	29623	31024	31570	32685
PCPI47151	Scott County, TN	47151	18598	18924	20149	20889	21242	22613	23173	23517	24172	25348	25641	26553	27213	27853	27877	28721
PCPI19163	Scott County, IA	19163	31098	31695	34203	35958	38361	41888	44035	42381	43854	46702	47637	47136	48448	49331	50228	51612
PCPI29201	Scott County, MO	29201	24343	25321	27871	27640	30472	31515	35794	32349	33146	34793	36221	35991	37305	36905	37070	38255
PCPI21209	Scott County, KY	21209	27387	27428	29482	31234	32846	34616	34933	33399	33858	35408	37177	37647	38558	39455	41378	42144
PCPI18143	Scott County, IN	18143	22767	22970	24535	24969	25536	26200	27466	26959	27567	28911	30788	31393	33284	34117	35514	36397
PCPI05127	Scott County, AR	05127	19217	19456	21428	21424	20227	21548	22060	21337	21768	22002	24484	25960	27903	27980	28425	30278
PCPI17171	Scott County, IL	17171	21168	22299	26384	25261	26252	28755	31683	30898	33120	36667	35185	39462	37100	34895	37675	38362
PCPI31157	Scotts Bluff County, NE	31157	26619	27560	27885	28277	29846	31261	33499	33120	33642	36341	38636	38278	40572	41476	41548	41864
PCPI13251	Screven County, GA	13251	19346	20416	20782	21060	21734	22664	23260	24021	25040	27750	29094	28625	29128	30555	31136	32673
PCPI48415	Scurry County, TX	48415	25913	26137	28879	31509	29987	31953	38231	33045	36727	42010	43744	48118	49266	44646	37915	37542
PCPI05129	Searcy County, AR	05129	17075	18375	20032	20178	21051	22258	22995	23609	23964	24999	25609	25755	26642	27428	26549	26884
PCPI05131	Sebastian County, AR	05131	25457	26531	28802	29842	31494	32046	33388	32264	32579	35433	36613	36425	38258	39243	39270	40280
PCPI08115	Sedgwick County, CO	08115	24365	27369	29412	29871	28001	38832	40127	36828	41220	47173	48823	51646	54204	51568	46489	52363
PCPI20173	Sedgwick County, KS	20173	31386	31153	32540	33662	37958	39561	43212	40204	39473	44793	47335	47815	50592	48858	48050	49101
PCPI12117	Seminole County, FL	12117	32616	33451	35309	36913	38862	40135	39074	35946	36757	37834	39314	39469	41329	43787	44437	46231
PCPI40133	Seminole County, OK	40133	19758	20261	21055	22457	24216	24847	26517	26206	28020	30679	32955	32602	34243	32445	31259	32382
PCPI13253	Seminole County, GA	13253	24237	25085	23835	25102	25297	25817	27951	29987	31058	35890	39669	38908	38656	37915	38097	39506
PCPI39147	Seneca County, OH	39147	24937	25822	26498	26840	28048	28897	29249	29069	30151	32395	32939	33158	34252	36941	37876	38221
PCPI36099	Seneca County, NY	36099	23315	23944	25505	25723	26488	27657	29458	29747	31104	32122	33226	33602	34415	35001	35066	37037
PCPI47153	Sequatchie County, TN	47153	20104	20980	23267	24724	26602	27196	28626	27617	28766	30359	32206	32284	33082	34536	35503	36691
PCPI40135	Sequoyah County, OK	40135	19506	20185	21058	21971	23261	24478	25897	25982	26961	28099	29554	29833	30732	31419	31786	32540
PCPI47155	Sevier County, TN	47155	25078	25414	26702	27296	28327	29273	29613	29397	29751	30961	32302	33114	34402	36061	37074	38114
PCPI49041	Sevier County, UT	49041	19639	19936	20748	21486	22658	24527	25584	25149	25430	26218	27091	27472	28572	29908	30406	31677
PCPI05133	Sevier County, AR	05133	19856	20554	22294	22484	22031	24047	24023	23082	23343	23617	26043	26710	28892	28711	29395	30532
PCPI31159	Seward County, NE	31159	27940	29994	30840	31445	31863	35685	37813	37562	38117	42520	44043	44597	45415	45536	45741	47842
PCPI20175	Seward County, KS	20175	21790	22282	23218	24765	25993	26986	28289	27080	29656	33156	32382	34806	36384	36605	35700	36873
PCPI48417	Shackelford County, TX	48417	37825	38337	38911	48181	55953	50203	85059	57628	74157	98649	105369	127212	152459	106883	82895	77918
PCPI29203	Shannon County, MO	29203	17443	18197	19543	19799	19644	19241	19542	20895	21877	23199	25205	26559	26462	27228	27585	28210
PCPI28125	Sharkey County, MS	28125	16686	20702	22752	23425	22411	26451	21795	22200	27153	29380	31607	34619	26085	26725	28295	27895
PCPI05135	Sharp County, AR	05135	18081	18798	21110	22058	22930	24463	25388	25611	26486	26423	28022	27974	30210	30730	30691	31610
PCPI06089	Shasta County, CA	06089	28188	28713	29388	29955	31840	33011	33120	33086	34611	35570	36385	37135	39612	42244	43324	44691
PCPI55115	Shawano County, WI	55115	24407	24723	27043	27514	28627	30280	31552	30886	32307	34053	35189	35886	37441	38415	39037	40357
PCPI20177	Shawnee County, KS	20177	30569	30727	31400	32145	33805	35909	37415	37159	37184	38924	39716	39656	41398	42408	43802	44834
PCPI55117	Sheboygan County, WI	55117	31613	32094	33817	34168	35699	37378	39674	38703	38881	40768	43975	43142	45276	46921	47867	50081
PCPI21211	Shelby County, KY	21211	28825	29131	30852	30846	31650	32978	33670	34468	34708	36288	37650	37672	38762	40627	41698	42855
PCPI18145	Shelby County, IN	18145	27878	28976	30652	30627	31421	32201	32880	31240	33097	34632	36343	38719	38930	38779	40700	42222
PCPI39149	Shelby County, OH	39149	26616	27673	29617	30223	31655	32414	33116	31616	33186	36587	37656	39832	41012	41400	42235	43739
PCPI29205	Shelby County, MO	29205	22415	24586	28400	25090	27818	30443	32447	33958	33967	36842	35981	37776	41551	38375	37338	37346
PCPI19165	Shelby County, IA	19165	28110	27179	30152	30378	31258	34498	39915	38775	39697	46576	47396	52997	50273	49374	48738	48804
PCPI01117	Shelby County, AL	01117	35076	35143	37788	40813	42613	44925	43936	41031	41705	43857	45929	46033	48071	50115	50640	52406
PCPI48419	Shelby County, TX	48419	23514	23659	24207	24980	25224	27088	28677	28788	33574	32163	34486	34700	38163	39591	35719	38554
PCPI17173	Shelby County, IL	17173	22932	24082	26495	25925	27275	29721	32486	31661	33041	35440	33711	37683	36038	36022	36030	37745
PCPI47157	Shelby County, TN	47157	34345	35056	36200	36943	38878	40130	39814	38235	39596	41360	43108	42682	43920	45324	46321	47655
PCPI51171	Shenandoah County, VA	51171	26672	27183	28459	30189	31259	32419	33217	32426	33342	34890	36508	37017	39133	40871	41567	43015
PCPI27141	Sherburne County, MN	27141	27662	28686	29606	30644	32150	34261	34861	33910	34650	37055	38578	39188	40555	42774	43693	45157
PCPI20179	Sheridan County, KS	20179	25965	29237	27183	34648	28011	39674	42928	45287	47370	60334	59894	68396	52331	47490	48900	46736
PCPI56033	Sheridan County, WY	56033	36706	39157	42704	47819	57382	60980	61637	55152	50875	47991	54996	48824	53468	52121	53910	54727
PCPI38083	Sheridan County, ND	38083	19270	28166	27454	26332	20698	30144	36947	38746	52435	57969	54005	31922	31429	37288	39552	27861
PCPI31161	Sheridan County, NE	31161	25094	29118	27547	30172	29427	31437	35205	33701	35276	42067	42769	44220	48181	47411	43960	45072
PCPI30091	Sheridan County, MT	30091	23440	28079	29441	28483	27556	36947	46284	46713	48929	50004	56023	63390	57384	55679	51405	45855
PCPI48421	Sherman County, TX	48421	33433	33404	34068	39698	33699	38754	36146	34049	46377	63572	63243	60857	62752	83495	56207	64897
PCPI20181	Sherman County, KS	20181	22893	25006	22952	27395	27304	34044	33608	35283	38687	44941	43388	43305	36269	37227	37946	38942
PCPI41055	Sherman County, OR	41055	22216	27658	29069	26579	24150	34562	48166	44538	45468	54083	55937	57420	52327	50910	49545	48609
PCPI31163	Sherman County, NE	31163	21696	27708	26968	28650	26432	32694	33307	32744	31724	39250	42101	42761	42372	43586	40781	41869
PCPI26155	Shiawassee County, MI	26155	25683	26671	26285	26724	27483	28084	28972	28519	29574	31267	31842	32616	33658	35831	36662	37355
PCPI16079	Shoshone County, ID	16079	20883	22356	24166	24649	25164	26952	28375	27827	29100	30838	33014	32671	33741	35760	36002	35285
PCPI27143	Sibley County, MN	27143	25711	26973	29952	31188	32028	33583	36427	35188	37037	40146	43097	42979	43292	45582	45088	45467
PCPI06091	Sierra County, CA	06091	24899	25377	26260	26903	26921	28218	28454	29544	31896	34004	36290	37171	40756	41568	43116	44584
PCPI35051	Sierra County, NM	35051	19528	19547	21355	22843	23700	26111	27928	28755	29922	30544	31502	31006	34516	36039	37248	38137
PCPI30093	Silver Bow County, MT	30093	25234	26216	28857	34309	39479	41157	44905	41580	42959	50245	51413	48659	46626	45037	45468	47943
PCPI28127	Simpson County, MS	28127	21270	22250	25200	25696	25350	26832	28806	28778	29598	29484	31218	32928	34453	33704	33665	34969
PCPI21213	Simpson County, KY	21213	22100	23477	25313	26953	27100	27723	28584	28027	28736	31028	32628	34523	34969	36126	36464	37491
PCPI19167	Sioux County, IA	19167	26696	28095	29393	30844	31912	33424	35538	31703	35100	40273	44324	46981	49611	52576	48251	49363
PCPI31165	Sioux County, NE	31165	21596	24807	24855	26116	24588	26997	29965	27866	33815	51706	48469	55074	66732	64951	61967	50458
PCPI38085	Sioux County, ND	38085	15626	18126	17927	19623	17598	19821	19805	20973	24165	27019	27986	27235	26403	28116	28238	27185
PCPI06093	Siskiyou County, CA	06093	25665	26270	27925	27717	29521	30665	32120	31228	32050	34304	35169	36044	38572	41540	42785	43735
PCPI02220	Sitka Cty&Bor, AK	02220	33733	35716	36525	38409	39870	43271	47071	47214	52011	58005	60915	64163	65344	67048	61931	65745
PCPI53057	Skagit County, WA	53057	29078	30159	31115	32543	35202	37543	39108	38034	38034	39654	42044	42653	44361	46201	47534	49505
PCPI02230	Skagway Muny, AK	02230							71605	67617	73902	75665	87210	82848	80845	72391	73673	76710
PCPI53059	Skamania County, WA	53059	23571	25002	26614	28710	29695	32286	34456	33383	32613	34541	37627	36518	38297	40201	42179	43851
PCPI38087	Slope County, ND	38087	14403	34122	27265	31266	27616	44765	54681	64082	68497	67871	79411	85842	71406	58191	51115	30462
PCPI48423	Smith County, TX	48423	28517	29444	30799	33936	36313	36633	42700	38838	42129	47129	47714	48949	51358	47519	46765	47200
PCPI20183	Smith County, KS	20183	24033	27387	25487	28227	30302	32270	35739	34942	36596	46784	42000	47847	40244	42757	42751	43367
PCPI47159	Smith County, TN	47159	23041	23420	25089	26124	26687	29234	30648	29261	29668	30782	31857	33480	34329	35200	35384	36759
PCPI28129	Smith County, MS	28129	22107	22858	25588	26230	23541	24256	26026	26711	27812	26018	28395	32332	34571	32469	31637	33550
PCPI51173	Smyth County, VA	51173	22024	22654	24030	25316	26031	26491	27599	27627	28525	29962	31147	31971	33512	34711	35337	35778
PCPI53061	Snohomish County, WA	53061	31541	31938	33066	34711	37502	40268	42310	39657	39844	41879	44042	44641	46888	48488	50101	52405
PCPI42109	Snyder County, PA	42109	25944	26716	28862	29422	30170	31372	32608	32234	33062	34684	35188	36167	37069	38298	38478	39916
PCPI35053	Socorro County, NM	35053	19445	19745	21309	22842	23627	24903	26588	26593	28327	29115	30113	29918	32010	33310	33455	33675
PCPI06095	Solano County, CA	06095	31018	32233	33204	34330	36186	37686	38221	37524	37706	39008	39514	40874	42486	44979	46693	49116
PCPI34035	Somerset County, NJ	34035	54734	56723	60279	62601	66870	71013	72522	68651	69171	71333	74885	77955	82689	87515	90941	96548
PCPI42111	Somerset County, PA	42111	22895	23530	25504	26231	27395	29151	31090	30912	34155	34817	35491	35524	36625	37742	38022	39334
PCPI23025	Somerset County, ME	23025	23905	25025	26156	26971	27607	28320	30596	31720	32211	33115	32784	32531	34274	35628	35876	36426
PCPI24039	Somerset County, MD	24039	20255	21044	22365	22393	22723	23544	24743	24881	25644	26317	26760	28051	29626	29987	29841	31327
PCPI48425	Somervell County, TX	48425	26806	26290	26472	27865	29580	32377	34921	34261	36131	38786	39526	40574	42284	41996	43209	44871
PCPI06097	Sonoma County, CA	06097	38308	38780	39232	40587	43505	44709	43664	41834	42946	45043	46878	48539	51512	55445	57264	60286
